"Tid","Typ","Text"
"2026-03-03 17:29:11.774","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-03-03 17:21:45.107","Information","Sequence 21 start"
"2026-03-03 17:21:45.107","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 17:21:45.037","Information","Sequence 21 queued"
"2026-03-03 16:24:49.680","Generellt","Warning! High compressed air leakage"
"2026-03-03 16:24:31.480","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-03 16:23:43.740","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-03 16:23:35.410","Generellt","Alarm reset"
"2026-03-03 16:23:05.731","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-03 16:17:12.652","Information","Sequence 21 queued"
"2026-03-03 16:16:33.101","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 16:16:33.032","Information","Sequence 31 start"
"2026-03-03 16:16:33.032","Information","Sequence 31 queued"
"2026-03-03 15:47:31.578","Information","Sequence 12 emptied 13 valves in 12 minutes"
"2026-03-03 15:30:00.112","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 15:30:00.042","Information","Sequence 12 start"
"2026-03-03 15:30:00.042","Information","Sequence 12 queued"
"2026-03-03 15:15:42.196","Information","Sequence 31 emptied 1 valves in 3 minutes"
"2026-03-03 15:07:50.468","Information","Sequence 21 queued"
"2026-03-03 15:07:10.918","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 15:07:10.847","Information","Sequence 31 queued"
"2026-03-03 15:07:10.847","Information","Sequence 31 start"
"2026-03-03 15:06:48.938","Information","Container 1 connected"
"2026-03-03 14:57:33.490","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-03 14:50:33.212","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 14:50:33.142","Information","Sequence 22 queued"
"2026-03-03 14:50:33.142","Information","Sequence 22 start"
"2026-03-03 14:11:44.636","Information","Container 1 disconnected"
"2026-03-03 13:29:41.915","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-03 13:22:33.727","Information","Sequence 21 queued"
"2026-03-03 13:21:54.108","Information","Sequence 31 start"
"2026-03-03 13:21:54.108","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 13:21:54.038","Information","Sequence 31 queued"
"2026-03-03 10:53:13.482","Generellt","SESAM communication error"
"2026-03-03 10:47:23.203","Information","Sequence 52 emptied 3 valves in 2 minutes"
"2026-03-03 10:44:43.464","Information","Sequence 52 start"
"2026-03-03 10:44:42.274","Information","Sequence 51 emptied 8 valves in 9 minutes"
"2026-03-03 10:30:00.137","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 10:30:00.068","Information","Sequence 51 start"
"2026-03-03 10:30:00.068","Information","Sequence 51 queued"
"2026-03-03 10:30:00.068","Information","Sequence 52 queued"
"2026-03-03 10:18:02.430","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-03 10:10:56.272","Information","Sequence 21 queued"
"2026-03-03 10:10:16.652","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 10:10:16.652","Information","Sequence 31 start"
"2026-03-03 10:10:16.582","Information","Sequence 31 queued"
"2026-03-03 09:09:42.126","Generellt","SESAM communication error"
"2026-03-03 08:32:36.415","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-03 08:32:29.415","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-03 08:32:11.075","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-03 08:31:28.934","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-03 08:10:01.710","Information","Sequence 31 emptied 1 valves in 3 minutes"
"2026-03-03 08:02:20.902","Information","Sequence 21 queued"
"2026-03-03 08:01:39.182","Information","Sequence 31 start"
"2026-03-03 08:01:39.182","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 08:01:39.112","Information","Sequence 31 queued"
"2026-03-03 07:52:15.543","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-03 07:45:05.606","Information","Sequence 21 queued"
"2026-03-03 07:44:23.886","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 07:44:23.886","Information","Sequence 31 start"
"2026-03-03 07:44:23.816","Information","Sequence 31 queued"
"2026-03-03 07:08:22.924","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-03 07:01:00.035","Information","Sequence 21 queued"
"2026-03-03 07:00:20.135","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 07:00:20.065","Information","Sequence 31 start"
"2026-03-03 07:00:20.065","Information","Sequence 31 queued"
"2026-03-03 06:36:56.572","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-03 06:36:53.562","Information","Change to automatic operation mode"
"2026-03-03 06:34:23.203","Information","Change to manual operation mode"
"2026-03-03 06:34:23.203","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 06:33:48.832","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-03 03:40:04.893","Information","Sequence 42 emptied 6 valves in 4 minutes"
"2026-03-03 03:30:00.095","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 03:30:00.024","Information","Sequence 42 start"
"2026-03-03 03:30:00.024","Information","Sequence 42 queued"
"2026-03-03 03:08:40.360","Information","Sequence 41 emptied 1 valves in 3 minutes"
"2026-03-03 03:00:00.122","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 03:00:00.052","Information","Sequence 41 start"
"2026-03-03 02:58:11.273","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-03-03 02:58:10.153","Information","Sequence 41 emptied 27 valves in 23 minutes"
"2026-03-03 02:56:08.003","Generellt","Level error on DV 21:5"
"2026-03-03 02:54:33.153","Information","Sequence 41 queued"
"2026-03-03 02:46:09.295","Generellt","Container 1 will soon be full"
"2026-03-03 02:30:00.078","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 02:30:00.008","Information","Sequence 41 start"
"2026-03-03 02:30:00.008","Information","Sequence 41 queued"
"2026-03-02 20:28:18.022","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-03-02 20:27:06.832","Generellt","Level error on DV 24:11"
"2026-03-02 20:20:13.344","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 20:20:13.274","Information","Sequence 21 start"
"2026-03-02 20:20:13.274","Information","Sequence 21 queued"
"2026-03-02 15:49:21.717","Information","Sequence 12 emptied 22 valves in 14 minutes"
"2026-03-02 15:37:06.020","Generellt","Level error on DV 28:5"
"2026-03-02 15:30:00.071","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 15:30:00.002","Information","Sequence 12 queued"
"2026-03-02 15:30:00.002","Information","Sequence 12 start"
"2026-03-02 15:09:24.856","Information","Sequence 31 emptied 2 valves in 4 minutes"
"2026-03-02 15:00:00.098","Information","Sequence 31 start"
"2026-03-02 15:00:00.098","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 14:56:55.649","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-03-02 14:56:54.529","Information","Sequence 11 emptied 21 valves in 21 minutes"
"2026-03-02 14:56:47.668","Information","Sequence 11 queued"
"2026-03-02 14:55:16.950","Information","Sequence 21 queued"
"2026-03-02 14:54:52.310","Generellt","Level error on DV 21:5"
"2026-03-02 14:54:37.259","Information","Sequence 31 queued"
"2026-03-02 14:44:47.722","Generellt","DV 13:12 failed to open"
"2026-03-02 14:39:22.503","Generellt","Level error on DV 29:19"
"2026-03-02 14:30:00.126","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 14:30:00.055","Information","Sequence 11 queued"
"2026-03-02 14:30:00.055","Information","Sequence 11 start"
"2026-03-02 14:28:35.986","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-02 14:28:32.906","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-02 14:28:20.866","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-02 14:25:59.886","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-02 14:02:59.422","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-02 13:55:42.763","Information","Sequence 21 queued"
"2026-03-02 13:55:01.044","Information","Sequence 31 start"
"2026-03-02 13:55:01.044","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 13:55:00.974","Information","Sequence 31 queued"
"2026-03-02 13:25:39.920","Information","Sequence 21 emptied 1 valves in 3 minutes"
"2026-03-02 13:17:20.052","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 13:17:20.052","Information","Sequence 21 start"
"2026-03-02 13:17:19.982","Information","Sequence 21 queued"
"2026-03-02 13:06:59.225","Generellt","Warning! High compressed air leakage"
"2026-03-02 13:06:55.165","Generellt","Alarm reset"
"2026-03-02 13:06:03.925","Information","Sequence 21 emptied 1 valves in 3 minutes"
"2026-03-02 12:57:20.046","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 12:57:19.977","Information","Sequence 21 start"
"2026-03-02 12:57:19.977","Information","Sequence 21 queued"
"2026-03-02 12:18:26.396","Information","Sequence 21 emptied 1 valves in 3 minutes"
"2026-03-02 12:09:56.657","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 12:09:56.588","Information","Sequence 21 start"
"2026-03-02 12:09:56.588","Information","Sequence 21 queued"
"2026-03-02 11:10:01.122","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-02 11:02:55.104","Information","Sequence 21 queued"
"2026-03-02 11:02:15.484","Information","Sequence 31 start"
"2026-03-02 11:02:15.484","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 11:02:15.414","Information","Sequence 31 queued"
"2026-03-02 10:53:15.156","Information","Sequence 53 emptied 8 valves in 5 minutes"
"2026-03-02 10:47:53.856","Information","Sequence 53 start"
"2026-03-02 10:47:52.667","Information","Sequence 52 emptied 5 valves in 3 minutes"
"2026-03-02 10:43:48.578","Information","Sequence 52 start"
"2026-03-02 10:43:47.388","Information","Sequence 51 emptied 6 valves in 8 minutes"
"2026-03-02 10:31:00.050","Information","Sequence 53 queued"
"2026-03-02 10:30:00.131","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 10:30:00.061","Information","Sequence 51 queued"
"2026-03-02 10:30:00.061","Information","Sequence 52 queued"
"2026-03-02 10:30:00.061","Information","Sequence 51 start"
"2026-03-02 10:12:30.275","Information","Sequence 21 emptied 1 valves in 3 minutes"
"2026-03-02 10:04:19.787","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 10:04:19.717","Information","Sequence 21 queued"
"2026-03-02 10:04:19.717","Information","Sequence 21 start"
"2026-03-02 09:57:15.659","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-02 09:50:49.120","Information","Sequence 21 queued"
"2026-03-02 09:50:07.401","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 09:50:07.401","Information","Sequence 31 start"
"2026-03-02 09:50:07.331","Information","Sequence 31 queued"
"2026-03-02 08:51:14.934","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-02 08:44:29.636","Information","Sequence 21 queued"
"2026-03-02 08:43:47.916","Information","Sequence 31 start"
"2026-03-02 08:43:47.916","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 08:43:47.846","Information","Sequence 31 queued"
"2026-03-02 07:48:09.069","Generellt","Warning! High compressed air leakage"
"2026-03-02 07:47:50.869","Information","Sequence 31 emptied 1 valves in 1 minutes"
"2026-03-02 07:45:43.609","Information","Sequence 31 start"
"2026-03-02 07:45:42.489","Information","Sequence 22 emptied 2 valves in 2 minutes"
"2026-03-02 07:44:44.740","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-02 07:44:02.460","Information","Sequence 21 queued"
"2026-03-02 07:43:02.469","Information","Change to automatic operation mode"
"2026-03-02 07:42:35.449","Generellt","Alarm reset"
"2026-03-02 07:36:49.372","Information","Change to manual operation mode"
"2026-03-02 07:36:29.561","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 07:36:29.492","Information","Sequence 22 start"
"2026-03-02 07:36:29.492","Generellt","Warning! High compressed air leakage"
"2026-03-02 07:36:25.432","Generellt","Alarm reset"
"2026-03-02 07:21:16.625","Information","Sequence 21 emptied 0 valves in 0 minutes"
"2026-03-02 07:21:16.555","Generellt","Alarm from exhauster 2, error code 0"
"2026-03-02 07:21:16.555","Generellt","Alarm from exhauster 1, error code 0"
"2026-03-02 07:21:16.555","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 07:21:16.555","Generellt","Warning! High compressed air leakage"
"2026-03-02 07:21:16.555","Totalt stopp","Not enough exhausters during automatic operation of AV 0"
"2026-03-02 07:21:16.555","Generellt","Alarm from exhauster 3, error code 0"
"2026-03-02 07:21:16.555","Information","Sequence 21 start"
"2026-03-02 07:21:12.425","Generellt","Alarm reset"
"2026-03-02 07:21:02.694","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-02 07:15:20.117","Information","Sequence 31 queued"
"2026-03-02 07:04:37.798","Generellt","Alarm from exhauster 1, error code 0"
"2026-03-02 07:04:37.798","Generellt","Alarm from exhauster 2, error code 0"
"2026-03-02 07:04:37.798","Generellt","Alarm from exhauster 3, error code 0"
"2026-03-02 07:04:37.729","Nödstopp","Emergency stop from compactor 3"
"2026-03-02 07:04:37.659","Nödstopp","Safety relay is not OK"
"2026-03-02 07:04:37.659","Information","Sequence 31 emptied 0 valves in 0 minutes"
"2026-03-02 07:04:19.458","Information","Sequence 22 queued"
"2026-03-02 07:03:17.509","Information","Container 3 connected"
"2026-03-02 07:01:00.029","Information","Sequence 21 queued"
"2026-03-02 07:00:20.129","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-02 07:00:20.060","Information","Sequence 31 queued"
"2026-03-02 07:00:20.060","Information","Sequence 31 start"
"2026-03-02 06:25:00.329","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-02 06:24:53.818","Generellt","Warning! High compressed air leakage"
"2026-03-02 06:24:53.748","Information","Change to automatic operation mode"
